Open,High,Low,Close,Volume
0.33025044,0.4607696,1.1571047,1.0489686,-0.6073576
0.8860097,0.96753156,0.8420595,0.66732275,0.39593318
1.3151455,0.9412908,0.39228752,1.0056814,0.11594156
0.30419368,1.1367986,0.0045498013,1.3881145,0.3234463
-0.20988587,0.78529334,-0.26293465,1.1935387,0.39216504
0.3708192,0.026065886,-0.27722287,0.89931095,0.5351674
0.109520495,0.48509634,0.08369974,-0.18222633,0.3852596
0.092875876,0.31344056,0.08622111,0.4290356,0.35399115
0.36290562,0.54003346,0.21419112,0.077568494,0.91590935
0.69705355,0.49818832,0.017327636,0.20846753,1.2133517
0.917241,0.8824767,0.12834445,0.06978023,0.55933577
0.34901297,1.4181049,0.3442719,0.31460294,0.70060915
0.35756743,1.3632655,-0.29281318,-0.06771962,0.40443778
-0.07347946,0.4192639,0.645977,0.67879486,0.38160178
0.49996293,0.74404836,0.29637632,0.49886286,0.2728144
0.39012158,0.7592805,0.4262234,0.22140141,0.14524007
0.33044037,0.7543473,1.0364467,0.17975059,-0.6348332
0.41986793,0.87627554,1.1606258,0.3418011,-0.091170356
0.23276143,1.0999475,1.3832352,0.15845355,0.08646202
0.8857939,1.0285257,1.3495324,-0.2529975,-1.0869796
1.3189102,0.6899042,0.8491841,0.38524806,0.08015885
1.2506983,0.5314703,1.014898,0.24478117,-0.4185327
0.7102926,0.6985415,1.2273335,0.4911157,0.08166843
1.20628,-0.04206369,0.8077676,0.36880887,0.21463132
1.081722,0.336433,0.09364037,0.96954554,0.7495629
0.77165294,0.89616096,0.13547719,1.1193243,0.36007214
0.83839697,0.55260843,0.26571822,0.29337248,0.723271
0.2938281,1.2947152,0.21057656,0.90302634,0.56215906
0.55771255,0.8074535,-0.40501276,0.8575715,0.23097685
-0.05395456,0.71996397,-0.39625612,0.41572812,-0.073194236
0.32756612,0.45932576,1.1753173,1.0395017,-0.6046015
0.8942934,0.9791198,0.84069103,0.67470294,0.40580827
1.3245606,0.9447804,0.3986751,1.0076284,0.122348696
0.30229646,1.1421807,0.009325251,1.3883762,0.31972352
-0.2049646,0.79051566,-0.2677856,1.1967599,0.40128118
0.36832625,0.0254259,-0.27633646,0.89800364,0.5346917
0.11727177,0.48701796,0.088016376,-0.19025931,0.38495874
0.08726251,0.3153786,0.075741425,0.43779877,0.3544221
0.3667964,0.53992826,0.21266347,0.0716915,0.9416027
0.71034443,0.4937725,0.008498132,0.20211564,1.227231
0.9274447,0.8864111,0.13757509,0.07191537,0.55988073
0.36307582,1.4294617,0.35108888,0.30909342,0.7083696
0.35680586,1.3650907,-0.29330987,-0.07261899,0.40908873
-0.070743546,0.42603767,0.64920115,0.6871199,0.3853139
0.4991443,0.74218553,0.2960698,0.4906807,0.2651714
0.38568068,0.7610607,0.43184704,0.22229058,0.13995542
0.32699192,0.7670033,1.0408602,0.17632344,-0.6382974
0.42603362,0.87753344,1.1548132,0.34007835,-0.09651747
0.23509583,1.0982631,1.3925369,0.16374665,0.073385604
0.891491,1.0325185,1.3546894,-0.25939932,-1.1016643
1.3154411,0.6853924,0.8597938,0.3916937,0.07361577
1.2630634,0.51070434,1.0081892,0.24274798,-0.43623134
0.717878,0.7099036,1.2396662,0.50091934,0.08366446
1.2181082,-0.049907662,0.8078917,0.36613235,0.20087546
1.0881886,0.3289292,0.10032941,0.9699522,0.74069047
0.77647287,0.91396713,0.14077014,1.1173122,0.35873285
0.8512029,0.5601506,0.26063216,0.30506232,0.72220206
0.29735315,1.2985402,0.21387988,0.89523184,0.56743556
0.56024206,0.8114042,-0.41285336,0.8619987,0.22473437
-0.052813165,0.73111975,-0.3902514,0.4299783,-0.08072633
0.3336966,0.46799618,1.1814822,1.0540866,-0.6111299
0.896175,0.9832649,0.83549273,0.6741044,0.39248562
1.3225098,0.9495367,0.39553013,1.0132129,0.124601305
0.30700815,1.1615655,0.0036387146,1.3953168,0.32600817
-0.21251297,0.8035815,-0.26497242,1.2009823,0.40531254
0.3659769,0.041405678,-0.28937554,0.9043021,0.5354358
0.12331357,0.48910803,0.08960392,-0.19028583,0.38808995
0.09725383,0.31182656,0.082822286,0.43195593,0.3570765
0.36839628,0.54568404,0.21966818,0.07300445,0.9338412
0.704973,0.49962783,0.01761201,0.21361057,1.2426993
0.9293282,0.88711673,0.13893828,0.07136287,0.5623263
0.36096752,1.4399502,0.3591033,0.31465465,0.7078754
0.35600242,1.3670633,-0.30316043,-0.078492425,0.4146122
-0.06890929,0.41420737,0.64821786,0.6905191,0.37358123
0.49984258,0.72823566,0.2936902,0.49164936,0.27329654
0.38769588,0.75648,0.425866,0.21408223,0.13157243
0.32407674,0.7644668,1.0471665,0.17448193,-0.6437117
0.4260686,0.883968,1.1702378,0.34509712,-0.09662436
0.22966297,1.1039727,1.3924258,0.1444859,0.07454119
0.89616925,1.0321817,1.3590331,-0.25548452,-1.0980561
1.3269459,0.68163407,0.86041933,0.39924642,0.0750522
1.2709357,0.51306736,1.017807,0.2375802,-0.4367987
0.7205521,0.712868,1.2509162,0.49626398,0.07474374
1.2223573,-0.042825088,0.80661285,0.36243308,0.20894697
1.0945681,0.34766,0.103108026,0.9748764,0.7378937
0.78082585,0.9034309,0.14275724,1.1244755,0.3552144
0.840953,0.549407,0.25934273,0.30540183,0.7256497
0.28908026,1.3065577,0.21691355,0.90150917,0.567235
0.5523336,0.8208318,-0.4087955,0.8734749,0.21918637
-0.056449994,0.7406148,-0.3989607,0.41667134,-0.087466195
0.3379526,0.4727369,1.1917899,1.0558416,-0.621013
0.8992773,0.97248006,0.8345921,0.6736296,0.40260538
1.3239455,0.94870245,0.38856193,1.001255,0.116898745
0.31129554,1.1554728,-0.0037781447,1.3878515,0.33245394
-0.20595452,0.7943755,-0.2649423,1.2021832,0.40465957
0.36478865,0.042299848,-0.2850386,0.8914722,0.5417135
0.113914326,0.49217707,0.086281136,-0.19609463,0.3903542
0.09540957,0.32903138,0.08360274,0.43276647,0.35483965
0.36840945,0.5495461,0.2189938,0.07096563,0.9310118
0.70270693,0.5013725,0.015187591,0.20997435,1.22215
0.9125905,0.8851682,0.12937921,0.08014773,0.563344
0.35731435,1.4299586,0.3482616,0.3073477,0.7158483
0.34801632,1.3589965,-0.30056188,-0.07072638,0.40863565
-0.08113888,0.4146489,0.6464243,0.69226146,0.3782256
0.5033571,0.7405323,0.31091386,0.5071931,0.26487207
0.3953533,0.76605356,0.4287286,0.22431463,0.14575952
0.33056766,0.75946265,1.0434672,0.18094166,-0.64475423
0.42166957,0.87431073,1.1592312,0.34830546,-0.09423824
0.2298329,1.1039109,1.396975,0.15375897,0.08923274
0.8870835,1.0293413,1.3523378,-0.25103956,-1.1033458
1.3274641,0.68288577,0.8539659,0.39934066,0.08545894
1.2651138,0.5071466,1.0220947,0.24693309,-0.42782906
0.72148174,0.6904826,1.2476088,0.49819982,0.07643057
1.2147124,-0.05132093,0.8065852,0.36903593,0.21263283
1.0899345,0.3456396,0.10699846,0.97014785,0.74291444
0.7671915,0.8930578,0.14990371,1.1149107,0.35188794
0.83964634,0.5552654,0.26877624,0.29655445,0.72565377
0.2965433,1.2911067,0.21522836,0.8910854,0.57124496
0.5570326,0.8118791,-0.41119713,0.872231,0.23634332
-0.047905736,0.72807556,-0.3921068,0.417507,-0.06838694
0.32954577,0.47478005,1.1816142,1.0591872,-0.608478
0.9006709,0.97664225,0.84539694,0.67667997,0.3980314
1.3209901,0.9483287,0.3927306,1.0047069,0.11769524
0.29637682,1.1384625,0.005808994,1.3899565,0.32682216
-0.2099249,0.78512424,-0.2643538,1.2030351,0.39997065
0.36039174,0.032972086,-0.28146565,0.9024694,0.53550076
0.11416177,0.49247962,0.08838076,-0.19416933,0.38338274
0.091396585,0.31978333,0.081404686,0.42928153,0.35634303
0.37248686,0.54989135,0.21980855,0.06854846,0.9437219
0.70270944,0.4973745,0.01481545,0.21336713,1.2306849
0.9286468,0.882161,0.13412383,0.071958646,0.56146246
0.35928816,1.4269044,0.34197602,0.3073871,0.7069541
0.35438907,1.37763,-0.2981568,-0.07878485,0.40869159
-0.0740903,0.42016637,0.6515577,0.6830117,0.38469625
0.50339425,0.7430018,0.3025769,0.50309896,0.26714426
0.3897025,0.7576474,0.43521982,0.22752297,0.14370961
0.3225862,0.76373833,1.0423856,0.18739718,-0.6407117
0.4271245,0.87626344,1.1589473,0.3537144,-0.09717864
0.22802189,1.1049964,1.3912475,0.15412766,0.082814775
0.89120615,1.0372372,1.3568735,-0.26312023,-1.0982995
1.3222694,0.68656904,0.8519244,0.3864052,0.08170606
1.2657845,0.5228758,1.0148364,0.23784225,-0.4327548
0.70773387,0.7080784,1.2415884,0.49147987,0.0790547
1.2175807,-0.046571787,0.8083756,0.3733651,0.20871216
1.0881509,0.33424774,0.098563656,0.9723135,0.7485529
0.772048,0.902762,0.13380572,1.1220672,0.36493248
0.8543734,0.55852664,0.26059636,0.30343792,0.7245455
0.2931862,1.2986996,0.21192998,0.9021475,0.5639515
0.55959713,0.81308746,-0.39955953,0.86031055,0.22921231
-0.052214995,0.72963583,-0.39637232,0.41089395,-0.08329427
0.3281365,0.46860805,1.1807051,1.0472993,-0.60581154
0.89607203,0.9767126,0.83599675,0.6695303,0.40458083
1.318098,0.94491136,0.39217755,1.0128045,0.12653516
0.30809045,1.1417882,0.0065814108,1.3797579,0.33255467
-0.20421624,0.784991,-0.26890627,1.1997366,0.4051838
0.3620266,0.030264862,-0.28234214,0.889432,0.54980004
0.10630758,0.4995646,0.0852459,-0.19139495,0.3916636
0.08488597,0.32804465,0.081404425,0.42811298,0.3575577
0.36902344,0.54827064,0.21447942,0.07058796,0.9351791
0.6989955,0.49362028,0.017630607,0.20384194,1.2269838
0.91699517,0.8851143,0.1317406,0.08169168,0.5611241
0.3603831,1.4265227,0.34997097,0.29929838,0.7065728
0.3494168,1.3639259,-0.29915655,-0.07645035,0.4086334
-0.07342583,0.4177325,0.6460699,0.6910862,0.37454432
0.49441016,0.7429636,0.30324668,0.5059796,0.26650462
0.38459364,0.7597731,0.42906266,0.22227205,0.14164281
0.32531106,0.7584644,1.0391551,0.18242463,-0.63800836
0.41956794,0.8761499,1.1655816,0.35558763,-0.09318198
0.22359258,1.0910127,1.3950021,0.154357,0.08411443
0.8898258,1.0306709,1.3454766,-0.25909826,-1.1034386
1.3235614,0.68070614,0.85469735,0.391807,0.08510859
1.268044,0.51716286,1.0151163,0.2342872,-0.43512863
0.7126782,0.69576657,1.2408607,0.48962235,0.08595434
1.214097,-0.04013616,0.7979301,0.35746598,0.20994088
1.081358,0.34880343,0.09936267,0.9736916,0.74976826
0.77615225,0.90703064,0.14172167,1.1064687,0.36301637
0.8397499,0.56022227,0.25832188,0.30443284,0.7271234
0.29649422,1.294569,0.213465,0.90367335,0.569926
0.56392175,0.81208175,-0.40534163,0.8615378,0.22513366
-0.039388075,0.7144952,-0.38785136,0.42020202,-0.07544924
0.34395176,0.4589992,1.1879773,1.052122,-0.5990599
0.8753062,0.9558004,0.8295742,0.6656958,0.39106286
1.3114372,0.9327617,0.38339671,1.0029254,0.1265321
0.29783282,1.136874,0.004521042,1.3746558,0.3280284
-0.20883618,0.7763494,-0.25846645,1.181196,0.40407753
0.35382092,0.035654042,-0.28420347,0.89297974,0.5326181
0.111571044,0.49126506,0.08896089,-0.19541836,0.38633937
0.08636327,0.31606972,0.078758284,0.44394752,0.36446804
0.36049467,0.5380857,0.21695963,0.06545379,0.9290384
0.69201565,0.4837165,0.023221433,0.20602313,1.2222198
0.90814793,0.8748582,0.13442567,0.075127184,0.5519983
0.3608262,1.4178972,0.34638864,0.30800325,0.7018368
0.3513023,1.3490723,-0.29582226,-0.071260706,0.3968384
-0.060561266,0.4128645,0.63607115,0.676144,0.37482834
0.49518266,0.735962,0.29629827,0.49673685,0.26080972
0.39579383,0.75407135,0.42056498,0.21586627,0.13990709
0.32875958,0.7515231,1.0329891,0.16925061,-0.6330387
0.4245865,0.86484027,1.158041,0.34272912,-0.09017937
0.22336277,1.0889109,1.3837968,0.1497901,0.08630962
0.8846531,1.0162734,1.3477178,-0.25523806,-1.090661
1.3126112,0.6673816,0.8487945,0.38538316,0.070894614
1.2535987,0.513122,1.0042373,0.23789278,-0.4299869
0.6975161,0.6972684,1.2265589,0.48636237,0.087038726
1.2150972,-0.033969924,0.79371005,0.3538546,0.20565465
1.0791025,0.34473217,0.10577229,0.9566002,0.75225353
0.7722836,0.8989885,0.1476,1.1033516,0.3631787
0.84833837,0.5537324,0.25516272,0.28924787,0.72643435
0.29876524,1.2915953,0.22033893,0.8977936,0.5598818
0.5576836,0.80585176,-0.40313458,0.8596736,0.22844045
-0.044395097,0.7123774,-0.3951294,0.4224633,-0.073191375
0.33397403,0.45758224,1.1709517,1.0623454,-0.60604143
0.8781927,0.950594,0.8186233,0.6535059,0.39484414
1.3059533,0.9332863,0.38268796,0.99026155,0.12685734
0.30311373,1.1313314,0.007783875,1.3644452,0.3221299
-0.20181376,0.7757714,-0.26252902,1.1783837,0.40645778
0.3545405,0.027043764,-0.28781968,0.87774396,0.534283
0.10841992,0.4807577,0.079623885,-0.19590259,0.3804431
0.08643016,0.30844468,0.07918223,0.4246208,0.3525535
0.35896173,0.5317303,0.2093104,0.06600554,0.92487395
0.6940236,0.4907289,0.011703223,0.20560814,1.2103045
0.9102502,0.86115736,0.13004465,0.064949006,0.5528948
0.36428994,1.4136791,0.34947124,0.28422835,0.69692564
0.35601774,1.3533363,-0.28943634,-0.08190103,0.41441447
-0.06508691,0.4183365,0.64066327,0.67550135,0.38459903
0.5079292,0.73443884,0.3066765,0.48535764,0.27763516
0.3955667,0.73738724,0.43069088,0.2112809,0.14629063
0.33289313,0.7415638,1.036212,0.1824609,-0.6368541
0.4283715,0.85769725,1.1538423,0.3445327,-0.09299362
0.22811416,1.0877556,1.3824191,0.14476243,0.08795794
0.8847861,1.0223546,1.3359201,-0.25279984,-1.0954791
1.3043752,0.673324,0.8465866,0.3770696,0.07089093
1.2426091,0.5177673,1.0021129,0.2278607,-0.42371494
0.7006423,0.68846333,1.2260653,0.47820893,0.07490997
1.1970035,-0.03969591,0.79002523,0.35474327,0.20550048
1.0626006,0.33546972,0.08753772,0.95413893,0.7511263
0.7667681,0.8892007,0.14587969,1.0997982,0.36269176
0.83405197,0.5413791,0.2471376,0.29822224,0.71744967
0.28561702,1.2767651,0.21527788,0.9007405,0.5630807
0.5596628,0.79582596,-0.3934596,0.86146426,0.2273747
-0.046908762,0.69632053,-0.38236952,0.43484843,-0.07445821
0.33029848,0.44523102,1.168206,1.0483909,-0.6135547
0.8806876,0.9676111,0.82897955,0.67067194,0.3994589
1.3202734,0.93471974,0.3953413,1.0091451,0.12152637
0.3000792,1.1405544,0.0005978793,1.3881204,0.31950372
-0.21158907,0.78897786,-0.27199355,1.1985475,0.39970303
0.36557037,0.033815794,-0.28170457,0.90418327,0.54234105
0.11489458,0.4899289,0.08586198,-0.18390992,0.38254565
0.08791926,0.30990607,0.08968887,0.43326163,0.35407254
0.3675617,0.53521276,0.20952274,0.07302213,0.9320593
0.70210147,0.48607787,0.013374984,0.20472208,1.2263565
0.9259038,0.88295734,0.13943557,0.076719716,0.5615337
0.35637257,1.4216849,0.35389218,0.30795386,0.706622
0.3583661,1.3572491,-0.2936051,-0.066504195,0.40641296
-0.07168734,0.41239607,0.6465981,0.6914445,0.38523558
0.50343865,0.7384686,0.3020646,0.49451786,0.26761508
0.38834298,0.7606226,0.42609733,0.22313479,0.13838972
0.3322208,0.75780904,1.0504488,0.17217821,-0.63895005
0.4271537,0.8766723,1.1654207,0.34463945,-0.0944601
0.23567195,1.0991857,1.3902557,0.15660149,0.08053063
0.8895333,1.0254658,1.355086,-0.26036918,-1.0948875
1.3269956,0.6821352,0.85552156,0.3871932,0.0892918
1.2593032,0.5139906,1.0173328,0.23939139,-0.4316615
0.71732354,0.6977607,1.2406514,0.4926443,0.07768061
1.2152874,-0.0508374,0.8051232,0.36353076,0.21734181
1.0830221,0.33778578,0.103492506,0.9768921,0.75039345
0.77799547,0.8998032,0.13868046,1.1199626,0.36028707
0.8402669,0.54843336,0.25661644,0.29695475,0.717433
0.28989887,1.2916499,0.21479955,0.8948362,0.55942243
0.5547869,0.80787015,-0.40783006,0.8583368,0.22646734
-0.052772827,0.7231786,-0.39075854,0.41374448,-0.08017881
0.3349553,0.4665475,1.1759577,1.0414871,-0.6078656
0.86833435,0.94785786,0.81581897,0.64697397,0.38518345
1.2959075,0.9217203,0.3860914,0.98870486,0.12531911
0.29157808,1.1166408,0.0048992783,1.3679836,0.32638225
-0.2027542,0.77081203,-0.25686318,1.1760721,0.3966925
0.3539214,0.030727122,-0.28744847,0.8820505,0.5307698
0.1048513,0.4749069,0.086824745,-0.18453962,0.38269955
0.09291229,0.30697486,0.08139099,0.42799342,0.3567801
0.34888706,0.52916026,0.2096439,0.080391645,0.91056466
0.69087553,0.48756135,0.015493661,0.2052916,1.2002735
0.907442,0.87317103,0.12799089,0.06553836,0.5492168
0.355859,1.3960341,0.34939107,0.30599877,0.685611
0.34244838,1.3420043,-0.28610867,-0.06396814,0.3982894
-0.07003723,0.41547823,0.6305098,0.6647595,0.37110168
0.49690843,0.7314931,0.29333094,0.49567825,0.269459
0.38635957,0.74751747,0.42039067,0.20676771,0.14894888
0.3220836,0.7418442,1.0297178,0.17722586,-0.6285089
0.41051584,0.8594979,1.1502815,0.35136384,-0.09440924
0.22750455,1.0735931,1.3697704,0.15597263,0.084708355
0.8696781,1.0151752,1.3363876,-0.2513533,-1.0830761
1.2939798,0.67090845,0.8429774,0.37775013,0.07285813
1.2414851,0.5219528,0.99366194,0.23278342,-0.4218518
0.6938175,0.69025815,1.2105749,0.47843137,0.0801675
1.195744,-0.024430044,0.78424144,0.350695,0.21594745
1.0712162,0.34631515,0.087948106,0.9521669,0.73996854
0.769344,0.8966631,0.14170623,1.0998255,0.37143314
0.829172,0.5494238,0.24544501,0.2955381,0.72447705
0.29620922,1.2773974,0.21144594,0.8956475,0.5610012
0.55801964,0.79888904,-0.40061444,0.85962653,0.21913362
-0.03952532,0.7045475,-0.3935899,0.40616104,-0.07761819
0.32573748,0.44611534,1.1547327,1.0412481,-0.59326094
0.8881918,0.9649104,0.8368465,0.6611981,0.3939508
1.3130074,0.93938947,0.39125928,0.99413216,0.1224802
0.29932094,1.1406507,0.0008376241,1.3705462,0.31986362
-0.20799705,0.7878007,-0.26835424,1.1920562,0.4106176
0.36629072,0.03285051,-0.28548688,0.88668334,0.53384703
0.1113115,0.48822182,0.089823894,-0.19288796,0.38561606
0.09117378,0.31213933,0.09549059,0.4149303,0.3499702
0.3572737,0.5432238,0.21404696,0.072615534,0.93539524
0.698047,0.4847019,0.023201525,0.19732746,1.2262789
0.92342556,0.87373984,0.13401257,0.06942147,0.55803996
0.36053705,1.4249623,0.35396153,0.2921906,0.708601
0.35689494,1.3621511,-0.28642595,-0.08314299,0.41484162
-0.06032487,0.42524248,0.6517705,0.67280906,0.3972484
0.5110521,0.7296333,0.30630308,0.48273423,0.2801798
0.39077085,0.74518305,0.42987138,0.22038507,0.1488812
0.32677072,0.75383055,1.0442033,0.17337641,-0.6337178
0.421234,0.8742927,1.1630552,0.34509352,-0.095330134
0.23228502,1.0967975,1.3792783,0.14893253,0.088801324
0.88460803,1.0308638,1.3436365,-0.2633865,-1.0846016
1.3230717,0.6745146,0.84374905,0.3751465,0.07688182
1.2519956,0.5223392,1.0065551,0.22624764,-0.42610848
0.7007392,0.69721067,1.2401584,0.48077118,0.07936837
1.2110047,-0.04533815,0.79790676,0.3670707,0.21088669
1.0810652,0.33590645,0.095078245,0.97221243,0.74772596
0.76962125,0.8952882,0.13607258,1.1077878,0.35947984
0.8427049,0.5510807,0.257658,0.29793623,0.718727
0.2826169,1.2946999,0.20361857,0.90249264,0.5655987
0.56323445,0.8060976,-0.40115854,0.86563903,0.22309071
-0.057318166,0.70246637,-0.3832231,0.4310544,-0.07423763
0.32694754,0.45376843,1.1742183,1.0500455,-0.62638795
0.8772054,0.95590687,0.82434976,0.6582418,0.39771628
1.3163421,0.93667084,0.38472566,0.9982311,0.1255693
0.29520062,1.1299438,0.011697322,1.378252,0.32175067
-0.2104716,0.78282815,-0.2635189,1.1874986,0.40093964
0.3641695,0.020146646,-0.28419793,0.888006,0.5402882
0.11326453,0.47827965,0.087934986,-0.18313575,0.39279383
0.09095715,0.30964845,0.07754701,0.43033284,0.35305357
0.3627169,0.5313809,0.21203315,0.06823934,0.9304198
0.6991072,0.48204857,0.01942882,0.20577028,1.2184128
0.90442777,0.8760541,0.13058688,0.07284586,0.56104857
0.35954258,1.4232081,0.34393322,0.29541388,0.70262635
0.3480431,1.3551139,-0.28527704,-0.078580104,0.41670206
-0.07214327,0.42107478,0.63581896,0.67693377,0.3819984
0.5111381,0.735344,0.30330658,0.4895972,0.2636948
0.3987409,0.75324297,0.42571646,0.21912546,0.14933172
0.33692873,0.75284183,1.0424514,0.17648974,-0.6369125
0.41604602,0.8653559,1.1590583,0.34987912,-0.09922545
0.23543875,1.0889316,1.3887796,0.15809673,0.08575242
0.8850413,1.0246613,1.3449023,-0.2517799,-1.0938096
1.3179286,0.67552096,0.8495741,0.38521415,0.07251599
1.2483854,0.5104296,1.0036916,0.23228271,-0.42874604
0.70955026,0.7009407,1.2315614,0.47042334,0.088714674
1.209259,-0.04322692,0.7953746,0.35146353,0.20863363
1.0688872,0.3378268,0.092455514,0.96672416,0.7441288
0.7675539,0.9069792,0.13674843,1.110064,0.36495024
0.83899194,0.55127305,0.24611822,0.30042183,0.7225076
0.28729177,1.2920628,0.21497832,0.90269536,0.56201446
0.55520016,0.7974518,-0.4051974,0.8670453,0.2282415
-0.049436077,0.7045996,-0.38995767,0.42882383,-0.08391489
0.3289559,0.44868034,1.170156,1.0599412,-0.6178558
0.8897183,0.9661573,0.83457816,0.66545343,0.40559083
1.3210684,0.9350149,0.38581067,1.00345,0.12666202
0.2930116,1.1393298,0.0048111677,1.3838638,0.32505468
-0.20989726,0.7868751,-0.2700998,1.196639,0.40447086
0.36289325,0.034092713,-0.28459793,0.894544,0.54627556
0.10354105,0.49674195,0.08352777,-0.19145092,0.38383263
0.08572541,0.31211656,0.08594123,0.42944795,0.35575333
0.36557055,0.5349535,0.20905326,0.06822543,0.94044083
0.69892156,0.48646092,0.01940611,0.20153329,1.2258722
0.91516066,0.8812144,0.13217796,0.07968442,0.5608885
0.3563949,1.4214016,0.35112992,0.2974245,0.70942
0.35026568,1.3601608,-0.28941613,-0.08186828,0.40523687
-0.06486666,0.4160603,0.64293677,0.6814407,0.38822618
0.50453717,0.7289748,0.30672514,0.48512608,0.26965767
0.3917508,0.7559458,0.42520922,0.22133167,0.14193226
0.32704124,0.7548547,1.0455952,0.17546332,-0.63861424
0.41846848,0.86936164,1.1653321,0.35150254,-0.10555723
0.23045152,1.0952007,1.3897895,0.1542793,0.08121318
0.8905344,1.023267,1.3503714,-0.25655797,-1.0961428
1.3157401,0.67587113,0.85213894,0.3853616,0.0769477
1.2615788,0.51775336,1.0035236,0.23342803,-0.42908806
0.7080139,0.7005316,1.2379336,0.4912199,0.087179706
1.2110062,-0.047300257,0.8033002,0.36364588,0.22043169
1.0820023,0.3390855,0.096476994,0.9774215,0.7447113
0.7648025,0.89917326,0.13831297,1.1120541,0.3690157
0.8395968,0.56013334,0.258444,0.3006403,0.72437507
0.2917639,1.2966638,0.21403214,0.9066899,0.565968
0.5586597,0.80254006,-0.4034487,0.85431737,0.22271284
-0.043804817,0.7111509,-0.38965446,0.42481905,-0.073351406
0.33856648,0.45582953,1.1805598,1.04548,-0.61284304
0.8775914,0.9564558,0.8231741,0.6588657,0.39806145
1.296379,0.93362343,0.38216513,0.9889041,0.12561925
0.3016027,1.1266973,0.0037109852,1.3697091,0.3201575
-0.21728103,0.7814904,-0.26440093,1.1849604,0.40085524
0.35788748,0.021666702,-0.28005818,0.88097316,0.5374205
0.109133996,0.47708482,0.08813482,-0.18690723,0.38762873
0.09273577,0.30700472,0.08058157,0.42505223,0.35706854
0.35583436,0.53864616,0.2054119,0.07031024,0.92457426
0.69850934,0.47688326,0.014939845,0.20663495,1.2159083
